Tensao [V];Corrente [A]
-10;-1,654624E-09
-9,95;-1,637991E-09
-9,9;-1,625528E-09
-9,85;-1,615677E-09
-9,8;-1,60528E-09
-9,75;-1,596084E-09
-9,7;-1,586463E-09
-9,65;-1,57695E-09
-9,6;-1,566768E-09
-9,55;-1,556881E-09
-9,5;-1,547901E-09
-9,45;-1,539245E-09
-9,4;-1,530561E-09
-9,35;-1,521011E-09
-9,3;-1,51122E-09
-9,25;-1,502391E-09
-9,2;-1,493086E-09
-9,15;-1,484332E-09
-9,1;-1,476521E-09
-9,05;-1,467813E-09
-9;-1,458167E-09
-8,95;-1,448254E-09
-8,9;-1,439621E-09
-8,85;-1,43105E-09
-8,8;-1,422509E-09
-8,75;-1,413665E-09
-8,7;-1,404683E-09
-8,65;-1,396112E-09
-8,6;-1,386888E-09
-8,55;-1,377673E-09
-8,5;-1,368902E-09
-8,45;-1,361993E-09
-8,4;-1,353131E-09
-8,35;-1,34335E-09
-8,3;-1,334975E-09
-8,25;-1,326757E-09
-8,2;-1,318763E-09
-8,15;-1,310218E-09
-8,1;-1,302733E-09
-8,05;-1,293542E-09
-8;-1,283027E-09
-7,95;-1,27211E-09
-7,9;-1,26264E-09
-7,85;-1,256034E-09
-7,8;-1,247415E-09
-7,75;-1,237223E-09
-7,7;-1,228603E-09
-7,65;-1,218793E-09
-7,6;-1,209355E-09
-7,55;-1,201002E-09
-7,5;-1,191417E-09
-7,45;-1,182217E-09
-7,4;-1,173449E-09
-7,35;-1,164187E-09
-7,3;-1,154076E-09
-7,25;-1,144573E-09
-7,2;-1,135919E-09
-7,15;-1,127458E-09
-7,1;-1,118339E-09
-7,05;-1,110072E-09
-7;-1,100443E-09
-6,95;-1,089855E-09
-6,9;-1,081479E-09
-6,85;-1,072702E-09
-6,8;-1,063656E-09
-6,75;-1,054308E-09
-6,7;-1,045371E-09
-6,65;-1,03559E-09
-6,6;-1,026684E-09
-6,55;-1,016465E-09
-6,5;-1,009094E-09
-6,45;-1,000184E-09
-6,4;-9,91639E-10
-6,35;-9,798194E-10
-6,3;-9,703492E-10
-6,25;-9,621139E-10
-6,2;-9,53937E-10
-6,15;-9,440762E-10
-6,1;-9,353058E-10
-6,05;-9,260492E-10
-6;-9,156202E-10
-5,95;-9,03577E-10
-5,9;-8,941679E-10
-5,85;-8,858984E-10
-5,8;-8,782454E-10
-5,75;-8,693396E-10
-5,7;-8,595643E-10
-5,65;-8,490843E-10
-5,6;-8,39418E-10
-5,55;-8,305151E-10
-5,5;-8,219623E-10
-5,45;-8,139481E-10
-5,4;-8,049836E-10
-5,35;-7,930858E-10
-5,3;-7,832401E-10
-5,25;-7,744516E-10
-5,2;-7,668092E-10
-5,15;-7,58531E-10
-5,1;-7,49011E-10
-5,05;-7,395451E-10
-5;-7,296458E-10
-4,95;-7,190689E-10
-4,9;-7,089557E-10
-4,85;-7,007439E-10
-4,8;-6,933472E-10
-4,75;-6,836379E-10
-4,7;-6,727592E-10
-4,65;-6,628264E-10
-4,6;-6,53637E-10
-4,55;-6,440744E-10
-4,5;-6,360795E-10
-4,45;-6,286024E-10
-4,4;-6,191677E-10
-4,35;-6,082597E-10
-4,3;-5,970361E-10
-4,25;-5,88037E-10
-4,2;-5,805846E-10
-4,15;-5,714446E-10
-4,1;-5,618236E-10
-4,05;-5,525723E-10
-4;-5,424683E-10
-3,95;-5,313889E-10
