Tensao [V];Corrente [A]
-10;-1,945091E-09
-9,95;-1,922747E-09
-9,9;-1,904153E-09
-9,85;-1,888158E-09
-9,8;-1,872867E-09
-9,75;-1,857097E-09
-9,7;-1,841325E-09
-9,65;-1,827165E-09
-9,6;-1,815555E-09
-9,55;-1,804365E-09
-9,5;-1,793521E-09
-9,45;-1,782009E-09
-9,4;-1,770528E-09
-9,35;-1,756058E-09
-9,3;-1,745561E-09
-9,25;-1,735398E-09
-9,2;-1,725898E-09
-9,15;-1,715066E-09
-9,1;-1,701877E-09
-9,05;-1,68946E-09
-9;-1,67979E-09
-8,95;-1,668112E-09
-8,9;-1,654873E-09
-8,85;-1,642508E-09
-8,8;-1,628417E-09
-8,75;-1,613621E-09
-8,7;-1,599495E-09
-8,65;-1,589289E-09
-8,6;-1,579344E-09
-8,55;-1,565854E-09
-8,5;-1,555176E-09
-8,45;-1,549516E-09
-8,4;-1,541287E-09
-8,35;-1,529047E-09
-8,3;-1,51373E-09
-8,25;-1,497842E-09
-8,2;-1,487576E-09
-8,15;-1,476086E-09
-8,1;-1,46782E-09
-8,05;-1,480527E-09
-8;-1,467511E-09
-7,95;-1,441157E-09
-7,9;-1,429517E-09
-7,85;-1,42504E-09
-7,8;-1,408875E-09
-7,75;-1,397315E-09
-7,7;-1,383659E-09
-7,65;-1,371821E-09
-7,6;-1,359656E-09
-7,55;-1,345447E-09
-7,5;-1,333518E-09
-7,45;-1,32283E-09
-7,4;-1,315405E-09
-7,35;-1,311529E-09
-7,3;-1,302016E-09
-7,25;-1,287727E-09
-7,2;-1,285875E-09
-7,15;-1,274154E-09
-7,1;-1,25765E-09
-7,05;-1,261697E-09
-7;-1,250795E-09
-6,95;-1,233139E-09
-6,9;-1,216945E-09
-6,85;-1,206219E-09
-6,8;-1,196738E-09
-6,75;-1,185782E-09
-6,7;-1,168453E-09
-6,65;-1,154193E-09
-6,6;-1,150106E-09
-6,55;-1,143251E-09
-6,5;-1,13324E-09
-6,45;-1,123969E-09
-6,4;-1,114311E-09
-6,35;-1,103513E-09
-6,3;-1,09444E-09
-6,25;-1,085973E-09
-6,2;-1,075523E-09
-6,15;-1,069292E-09
-6,1;-1,054618E-09
-6,05;-1,035592E-09
-6;-1,029597E-09
-5,95;-1,011615E-09
-5,9;-1,010673E-09
-5,85;-1,003751E-09
-5,8;-9,942724E-10
-5,75;-9,822817E-10
-5,7;-9,659895E-10
-5,65;-9,486488E-10
-5,6;-9,430563E-10
-5,55;-9,37844E-10
-5,5;-9,250432E-10
-5,45;-9,127689E-10
-5,4;-9,000465E-10
-5,35;-8,908996E-10
-5,3;-8,843787E-10
-5,25;-8,808102E-10
-5,2;-8,735509E-10
-5,15;-8,676189E-10
-5,1;-8,559713E-10
-5,05;-8,415743E-10
-5;-8,27609E-10
-4,95;-8,150964E-10
-4,9;-8,01781E-10
-4,85;-7,918397E-10
-4,8;-7,779636E-10
-4,75;-7,724271E-10
-4,7;-7,635816E-10
-4,65;-7,537861E-10
-4,6;-7,435097E-10
-4,55;-7,298268E-10
-4,5;-7,175629E-10
-4,45;-7,084663E-10
-4,4;-6,997871E-10
-4,35;-6,890798E-10
-4,3;-6,783282E-10
-4,25;-6,659397E-10
-4,2;-6,554011E-10
-4,15;-6,434339E-10
-4,1;-6,339861E-10
-4,05;-6,243772E-10
-4;-6,134834E-10
-3,95;-6,035492E-10
-3,9;-5,923852E-10
-3,85;-5,822438E-10
-3,8;-5,731094E-10
-3,75;-5,609356E-10
-3,7;-5,494722E-10
-3,65;-5,411806E-10
-3,6;-5,296748E-10
-3,55;-5,166704E-10
-3,5;-5,05613E-10
-3,45;-4,965998E-10
-3,4;-4,871819E-10
-3,35;-4,764992E-10
-3,3;-4,646818E-10
-3,25;-4,508172E-10
-3,2;-4,410105E-10
-3,15;-4,323573E-10
