Tensao [V];Corrente [A]
-10;-1,755323E-09
-9,95;-1,736551E-09
-9,9;-1,720865E-09
-9,85;-1,706146E-09
-9,8;-1,69205E-09
-9,75;-1,680543E-09
-9,7;-1,669545E-09
-9,65;-1,658199E-09
-9,6;-1,64637E-09
-9,55;-1,636165E-09
-9,5;-1,62579E-09
-9,45;-1,614401E-09
-9,4;-1,603824E-09
-9,35;-1,593502E-09
-9,3;-1,583716E-09
-9,25;-1,573034E-09
-9,2;-1,561566E-09
-9,15;-1,551058E-09
-9,1;-1,541579E-09
-9,05;-1,531577E-09
-9;-1,520936E-09
-8,95;-1,510609E-09
-8,9;-1,50152E-09
-8,85;-1,491125E-09
-8,8;-1,480457E-09
-8,75;-1,470845E-09
-8,7;-1,462608E-09
-8,65;-1,453511E-09
-8,6;-1,443607E-09
-8,55;-1,434257E-09
-8,5;-1,424136E-09
-8,45;-1,413985E-09
-8,4;-1,403868E-09
-8,35;-1,394842E-09
-8,3;-1,387203E-09
-8,25;-1,377177E-09
-8,2;-1,36557E-09
-8,15;-1,354585E-09
-8,1;-1,344839E-09
-8,05;-1,335755E-09
-8;-1,326441E-09
-7,95;-1,317287E-09
-7,9;-1,306538E-09
-7,85;-1,296442E-09
-7,8;-1,285961E-09
-7,75;-1,276578E-09
-7,7;-1,267205E-09
-7,65;-1,259207E-09
-7,6;-1,248302E-09
-7,55;-1,237756E-09
-7,5;-1,229407E-09
-7,45;-1,219355E-09
-7,4;-1,20919E-09
-7,35;-1,200338E-09
-7,3;-1,190725E-09
-7,25;-1,180674E-09
-7,2;-1,169783E-09
-7,15;-1,160136E-09
-7,1;-1,150541E-09
-7,05;-1,141888E-09
-7;-1,132295E-09
-6,95;-1,121773E-09
-6,9;-1,111967E-09
-6,85;-1,101682E-09
-6,8;-1,090842E-09
-6,75;-1,0818E-09
-6,7;-1,073727E-09
-6,65;-1,065158E-09
-6,6;-1,055418E-09
-6,55;-1,04439E-09
-6,5;-1,035005E-09
-6,45;-1,025067E-09
-6,4;-1,015097E-09
-6,35;-1,006247E-09
-6,3;-9,966395E-10
-6,25;-9,870935E-10
-6,2;-9,762851E-10
-6,15;-9,660058E-10
-6,1;-9,571469E-10
-6,05;-9,485788E-10
-6;-9,378733E-10
-5,95;-9,281881E-10
-5,9;-9,190355E-10
-5,85;-9,094604E-10
-5,8;-8,98821E-10
-5,75;-8,903367E-10
-5,7;-8,8258E-10
-5,65;-8,724781E-10
-5,6;-8,612469E-10
-5,55;-8,502622E-10
-5,5;-8,40399E-10
-5,45;-8,325818E-10
-5,4;-8,233397E-10
-5,35;-8,134741E-10
-5,3;-8,039109E-10
-5,25;-7,950841E-10
-5,2;-7,834537E-10
-5,15;-7,746003E-10
-5,1;-7,655575E-10
-5,05;-7,568449E-10
-5;-7,459782E-10
-4,95;-7,354141E-10
-4,9;-7,251431E-10
-4,85;-7,152508E-10
-4,8;-7,058027E-10
-4,75;-6,96938E-10
-4,7;-6,873491E-10
-4,65;-6,776253E-10
-4,6;-6,652957E-10
-4,55;-6,549309E-10
-4,5;-6,471361E-10
-4,45;-6,385125E-10
-4,4;-6,274569E-10
-4,35;-6,178931E-10
-4,3;-6,078913E-10
-4,25;-5,976178E-10
-4,2;-5,884405E-10
-4,15;-5,805202E-10
-4,1;-5,711551E-10
-4,05;-5,614955E-10
-4;-5,508075E-10
-3,95;-5,401837E-10
-3,9;-5,313612E-10
-3,85;-5,235433E-10
-3,8;-5,12921E-10
-3,75;-5,027134E-10
-3,7;-4,937575E-10
-3,65;-4,841925E-10
-3,6;-4,742622E-10
-3,55;-4,651802E-10
-3,5;-4,562883E-10
-3,45;-4,461334E-10
-3,4;-4,33597E-10
-3,35;-4,240344E-10
-3,3;-4,155183E-10
-3,25;-4,06456E-10
-3,2;-3,958205E-10
-3,15;-3,847546E-10
-3,1;-3,760186E-10
-3,05;-3,659008E-10
-3;-3,552245E-10
-2,95;-3,46728E-10
-2,9;-3,372952E-10
-2,85;-3,269031E-10
-2,8;-3,153443E-10
-2,75;-3,066488E-10
-2,7;-2,984232E-10
-2,65;-2,88795E-10
-2,6;-2,76543E-10
-2,55;-2,658444E-10
-2,5;-2,561481E-10
