Tensao [V];Corrente [A]
-10;-2,174601E-09
-9,95;-2,220049E-09
-9,9;-2,201621E-09
-9,85;-2,183518E-09
-9,8;-2,164397E-09
-9,75;-2,140745E-09
-9,7;-2,117344E-09
-9,65;-2,108435E-09
-9,6;-2,092373E-09
-9,55;-2,073282E-09
-9,5;-2,054268E-09
-9,45;-2,039238E-09
-9,4;-2,039906E-09
-9,35;-2,032595E-09
-9,3;-2,012347E-09
-9,25;-2,036178E-09
-9,2;-2,007115E-09
-9,15;-1,983892E-09
-9,1;-1,969183E-09
-9,05;-1,95966E-09
-9;-1,942323E-09
-8,95;-1,927328E-09
-8,9;-1,91857E-09
-8,85;-1,906246E-09
-8,8;-1,890519E-09
-8,75;-1,876946E-09
-8,7;-1,865311E-09
-8,65;-1,848917E-09
-8,6;-1,833502E-09
-8,55;-1,818867E-09
-8,5;-1,805042E-09
-8,45;-1,797758E-09
-8,4;-1,784916E-09
-8,35;-1,768561E-09
-8,3;-1,753485E-09
-8,25;-1,744248E-09
-8,2;-1,73292E-09
-8,15;-1,721323E-09
-8,1;-1,707972E-09
-8,05;-1,692629E-09
-8;-1,680069E-09
-7,95;-1,668143E-09
-7,9;-1,659612E-09
-7,85;-1,647897E-09
-7,8;-1,633808E-09
-7,75;-1,618042E-09
-7,7;-1,60566E-09
-7,65;-1,596602E-09
-7,6;-1,586862E-09
-7,55;-1,572841E-09
-7,5;-1,556238E-09
-7,45;-1,544123E-09
-7,4;-1,531509E-09
-7,35;-1,521187E-09
-7,3;-1,509994E-09
-7,25;-1,497568E-09
-7,2;-1,483149E-09
-7,15;-1,470909E-09
-7,1;-1,460999E-09
-7,05;-1,450288E-09
-7;-1,438313E-09
-6,95;-1,424875E-09
-6,9;-1,408703E-09
-6,85;-1,397357E-09
-6,8;-1,387398E-09
-6,75;-1,379573E-09
-6,7;-1,364679E-09
-6,65;-1,352686E-09
-6,6;-1,339363E-09
-6,55;-1,327152E-09
-6,5;-1,317932E-09
-6,45;-1,306247E-09
-6,4;-1,292216E-09
-6,35;-1,275058E-09
-6,3;-1,260103E-09
-6,25;-1,251047E-09
-6,2;-1,244603E-09
-6,15;-1,230184E-09
-6,1;-1,216886E-09
-6,05;-1,201657E-09
-6;-1,189862E-09
-5,95;-1,179498E-09
-5,9;-1,169657E-09
-5,85;-1,155884E-09
-5,8;-1,133319E-09
-5,75;-1,125001E-09
