Tensao [V];Corrente [A]
-10;-2,343453E-10
-9,95;-2,269791E-10
-9,9;-2,253153E-10
-9,85;-2,212949E-10
-9,8;-2,187291E-10
-9,75;-2,177577E-10
-9,7;-2,177021E-10
-9,65;-2,150388E-10
-9,6;-2,125768E-10
-9,55;-2,101383E-10
-9,5;-2,10394E-10
-9,45;-2,070656E-10
-9,4;-2,05925E-10
-9,35;-2,048051E-10
-9,3;-2,0493E-10
-9,25;-2,034184E-10
-9,2;-2,00792E-10
-9,15;-1,988207E-10
-9,1;-1,99351E-10
-9,05;-1,975787E-10
-9;-1,944419E-10
-8,95;-1,926253E-10
-8,9;-1,926881E-10
-8,85;-1,92279E-10
-8,8;-1,88486E-10
-8,75;-1,864801E-10
-8,7;-1,856729E-10
-8,65;-1,85736E-10
-8,6;-1,830131E-10
-8,55;-1,792708E-10
-8,5;-1,795008E-10
-8,45;-1,803238E-10
-8,4;-1,768151E-10
-8,35;-1,747942E-10
-8,3;-1,740279E-10
-8,25;-1,746187E-10
-8,2;-1,730429E-10
-8,15;-1,696355E-10
-8,1;-1,687864E-10
-8,05;-1,684539E-10
-8;-1,675456E-10
-7,95;-1,653876E-10
-7,9;-1,636201E-10
-7,85;-1,634855E-10
-7,8;-1,632481E-10
-7,75;-1,602214E-10
-7,7;-1,593426E-10
-7,65;-1,586604E-10
-7,6;-1,580956E-10
-7,55;-1,563121E-10
-7,5;-1,526648E-10
-7,45;-1,529182E-10
-7,4;-1,530159E-10
-7,35;-1,495343E-10
-7,3;-1,473478E-10
-7,25;-1,466644E-10
-7,2;-1,473084E-10
-7,15;-1,431098E-10
-7,1;-1,414315E-10
-7,05;-1,411226E-10
-7;-1,415489E-10
-6,95;-1,392487E-10
-6,9;-1,369549E-10
-6,85;-1,359118E-10
-6,8;-1,374023E-10
-6,75;-1,353209E-10
-6,7;-1,317096E-10
-6,65;-1,311151E-10
-6,6;-1,303575E-10
-6,55;-1,300658E-10
-6,5;-1,26096E-10
-6,45;-1,248391E-10
-6,4;-1,239974E-10
-6,35;-1,25048E-10
-6,3;-1,219259E-10
-6,25;-1,180254E-10
