Tensao [V];Corrente [A]
-10;-2,359632E-10
-9,95;-2,227036E-10
-9,9;-2,152045E-10
-9,85;-2,116243E-10
-9,8;-2,049629E-10
-9,75;-2,060961E-10
-9,7;-2,009399E-10
-9,65;-1,980026E-10
-9,6;-1,927304E-10
-9,55;-1,93457E-10
-9,5;-1,900054E-10
-9,45;-1,870848E-10
-9,4;-1,86079E-10
-9,35;-1,853497E-10
-9,3;-1,827509E-10
-9,25;-1,800678E-10
-9,2;-1,773613E-10
-9,15;-1,768533E-10
-9,1;-1,746226E-10
-9,05;-1,717123E-10
-9;-1,689301E-10
-8,95;-1,697916E-10
-8,9;-1,670481E-10
-8,85;-1,657912E-10
-8,8;-1,645676E-10
-8,75;-1,613619E-10
-8,7;-1,632268E-10
-8,65;-1,595538E-10
-8,6;-1,590731E-10
-8,55;-1,576555E-10
-8,5;-1,559489E-10
-8,45;-1,5213E-10
-8,4;-1,500884E-10
-8,35;-1,503703E-10
-8,3;-1,49243E-10
-8,25;-1,470729E-10
-8,2;-1,463438E-10
-8,15;-1,446197E-10
-8,1;-1,443874E-10
-8,05;-1,432949E-10
-8;-1,396083E-10
-7,95;-1,401495E-10
-7,9;-1,36143E-10
-7,85;-1,337144E-10
-7,8;-1,334193E-10
-7,75;-1,298105E-10
-7,7;-1,300069E-10
-7,65;-1,284029E-10
-7,6;-1,263921E-10
-7,55;-1,25867E-10
-7,5;-1,254863E-10
-7,45;-1,225165E-10
-7,4;-1,229206E-10
-7,35;-1,212757E-10
-7,3;-1,197914E-10
-7,25;-1,159035E-10
-7,2;-1,148221E-10
-7,15;-1,150235E-10
-7,1;-1,117892E-10
-7,05;-1,133317E-10
-7;-1,081571E-10
-6,95;-1,094239E-10
-6,9;-1,071425E-10
-6,85;-1,046658E-10
-6,8;-1,0452E-10
-6,75;-1,018024E-10
-6,7;-1,031519E-10
-6,65;-1,01334E-10
-6,6;-1,001241E-10
-6,55;-9,8709E-11
-6,5;-9,512134E-11
-6,45;-9,387931E-11
-6,4;-9,571571E-11
-6,35;-9,173871E-11
-6,3;-8,901616E-11
-6,25;-9,262982E-11
-6,2;-8,99072E-11
-6,15;-9,009753E-11
-6,1;-8,83834E-11
-6,05;-8,690038E-11
-6;-8,535931E-11
-5,95;-8,15121E-11
-5,9;-8,189888E-11
-5,85;-8,220662E-11
-5,8;-7,960758E-11
-5,75;-7,731263E-11
-5,7;-7,939014E-11
-5,65;-7,701106E-11
-5,6;-7,436384E-11
