Tensao [V];Corrente [A]
-10;-2,368723E-10
-9,95;-2,214822E-10
-9,9;-2,135602E-10
-9,85;-2,082732E-10
-9,8;-2,036228E-10
-9,75;-1,984754E-10
-9,7;-1,954749E-10
-9,65;-1,916288E-10
-9,6;-1,908762E-10
-9,55;-1,879335E-10
-9,5;-1,852617E-10
-9,45;-1,821968E-10
-9,4;-1,797163E-10
-9,35;-1,775945E-10
-9,3;-1,768108E-10
-9,25;-1,748694E-10
-9,2;-1,720343E-10
-9,15;-1,721269E-10
-9,1;-1,689484E-10
-9,05;-1,679178E-10
-9;-1,656203E-10
-8,95;-1,644139E-10
-8,9;-1,612404E-10
-8,85;-1,60232E-10
-8,8;-1,586969E-10
-8,75;-1,566565E-10
-8,7;-1,553294E-10
-8,65;-1,549487E-10
-8,6;-1,516452E-10
-8,55;-1,505478E-10
-8,5;-1,486767E-10
-8,45;-1,461667E-10
-8,4;-1,442227E-10
-8,35;-1,414062E-10
-8,3;-1,413704E-10
-8,25;-1,410614E-10
-8,2;-1,397959E-10
-8,15;-1,396932E-10
-8,1;-1,362812E-10
-8,05;-1,357707E-10
-8;-1,330209E-10
-7,95;-1,331235E-10
-7,9;-1,319013E-10
-7,85;-1,306308E-10
-7,8;-1,274497E-10
-7,75;-1,270097E-10
-7,7;-1,244763E-10
-7,65;-1,234184E-10
-7,6;-1,194154E-10
-7,55;-1,186863E-10
-7,5;-1,176655E-10
-7,45;-1,164147E-10
-7,4;-1,164247E-10
-7,35;-1,144028E-10
-7,3;-1,119509E-10
-7,25;-1,124539E-10
-7,2;-1,094285E-10
-7,15;-1,090602E-10
-7,1;-1,075673E-10
-7,05;-1,06947E-10
-7;-1,053589E-10
-6,95;-1,019714E-10
-6,9;-1,019899E-10
-6,85;-1,008258E-10
-6,8;-9,919815E-11
-6,75;-9,861115E-11
-6,7;-9,763978E-11
-6,65;-9,652378E-11
-6,6;-9,593674E-11
-6,55;-9,41373E-11
-6,5;-9,310792E-11
-6,45;-9,008126E-11
-6,4;-8,931997E-11
-6,35;-8,840551E-11
-6,3;-8,702623E-11
-6,25;-8,650595E-11
-6,2;-8,579656E-11
-6,15;-8,312468E-11
-6,1;-8,253146E-11
-6,05;-7,932324E-11
-6;-7,907477E-11
-5,95;-7,539443E-11
-5,9;-7,561685E-11
-5,85;-7,579112E-11
-5,8;-7,455405E-11
-5,75;-7,377666E-11
-5,7;-7,259149E-11
-5,65;-7,01532E-11
-5,6;-6,905202E-11
-5,55;-6,384173E-11
-5,5;-6,690289E-11
-5,45;-6,688807E-11
-5,4;-6,540125E-11
-5,35;-6,381694E-11
-5,3;-5,889334E-11
-5,25;-6,298395E-11
-5,2;-6,206825E-11
-5,15;-5,940619E-11
-5,1;-5,577897E-11
-5,05;-5,807643E-11
-5;-5,603109E-11
-4,95;-5,494231E-11
-4,9;-5,337894E-11
-4,85;-5,278694E-11
-4,8;-4,879764E-11
-4,75;-4,85455E-11
-4,7;-4,72763E-11
-4,65;-4,512096E-11
-4,6;-4,52557E-11
-4,55;-4,201653E-11
-4,5;-4,054832E-11
-4,45;-4,02814E-11
-4,4;-3,744881E-11
