Tensao [V];Corrente [A]
-10;-2,480948E-10
-9,95;-2,416411E-10
-9,9;-2,398276E-10
-9,85;-2,356774E-10
-9,8;-2,321006E-10
-9,75;-2,309771E-10
-9,7;-2,310067E-10
-9,65;-2,279304E-10
-9,6;-2,242053E-10
-9,55;-2,226975E-10
-9,5;-2,24456E-10
-9,45;-2,223675E-10
-9,4;-2,181454E-10
-9,35;-2,157712E-10
-9,3;-2,161529E-10
-9,25;-2,152272E-10
-9,2;-2,103143E-10
-9,15;-2,096335E-10
-9,1;-2,096928E-10
-9,05;-2,090635E-10
-9;-2,055114E-10
-8,95;-2,03262E-10
-8,9;-2,030384E-10
-8,85;-2,034734E-10
-8,8;-1,986853E-10
-8,75;-1,961604E-10
-8,7;-1,948465E-10
-8,65;-1,954842E-10
-8,6;-1,930136E-10
-8,55;-1,893242E-10
-8,5;-1,887013E-10
-8,45;-1,894256E-10
-8,4;-1,873751E-10
-8,35;-1,83436E-10
-8,3;-1,810903E-10
-8,25;-1,823437E-10
-8,2;-1,824152E-10
-8,15;-1,772948E-10
-8,1;-1,755854E-10
-8,05;-1,767978E-10
-8;-1,755052E-10
-7,95;-1,708443E-10
-7,9;-1,693907E-10
-7,85;-1,69675E-10
-7,8;-1,689928E-10
-7,75;-1,659264E-10
-7,7;-1,630318E-10
-7,65;-1,617725E-10
-7,6;-1,624695E-10
-7,55;-1,593624E-10
-7,5;-1,561984E-10
-7,45;-1,552725E-10
-7,4;-1,554679E-10
-7,35;-1,532282E-10
-7,3;-1,499889E-10
-7,25;-1,487702E-10
-7,2;-1,493795E-10
-7,15;-1,47245E-10
-7,1;-1,436237E-10
-7,05;-1,425014E-10
-7;-1,42813E-10
-6,95;-1,426522E-10
-6,9;-1,369829E-10
-6,85;-1,360547E-10
-6,8;-1,363032E-10
-6,75;-1,359459E-10
-6,7;-1,325471E-10
-6,65;-1,299837E-10
-6,6;-1,285822E-10
-6,55;-1,283608E-10
-6,5;-1,257914E-10
-6,45;-1,229907E-10
-6,4;-1,216645E-10
-6,35;-1,225371E-10
-6,3;-1,206993E-10
-6,25;-1,190146E-10
-6,2;-1,19608E-10
-6,15;-1,183547E-10
-6,1;-1,158321E-10
-6,05;-1,117287E-10
-6;-1,101578E-10
-5,95;-1,10583E-10
-5,9;-1,0996E-10
-5,85;-1,063153E-10
-5,8;-1,046442E-10
-5,75;-1,045306E-10
-5,7;-1,033997E-10
-5,65;-9,946566E-11
-5,6;-9,86425E-11
-5,55;-9,90133E-11
-5,5;-1,002493E-10
-5,45;-9,563041E-11
-5,4;-9,300526E-11
-5,35;-9,181014E-11
-5,3;-9,227368E-11
-5,25;-8,958673E-11
-5,2;-8,61643E-11
-5,15;-8,50705E-11
-5,1;-8,473683E-11
-5,05;-8,25343E-11
-5;-7,9856E-11
-4,95;-7,778333E-11
-4,9;-7,862996E-11
-4,85;-7,680196E-11
-4,8;-7,386289E-11
-4,75;-7,133661E-11
-4,7;-7,254536E-11
-4,65;-7,188414E-11
-4,6;-6,788591E-11
-4,55;-6,628648E-11
-4,5;-6,707875E-11
-4,45;-6,615923E-11
-4,4;-6,338201E-11
-4,35;-6,143543E-11
-4,3;-6,145891E-11
-4,25;-6,19842E-11
-4,2;-5,751002E-11
-4,15;-5,544969E-11
-4,1;-5,489227E-11
-4,05;-5,537188E-11
-4;-5,379973E-11
-3,95;-4,997073E-11
-3,9;-5,011784E-11
-3,85;-5,049848E-11
-3,8;-4,80847E-11
-3,75;-4,442752E-11
-3,7;-4,309885E-11
-3,65;-4,39047E-11
-3,6;-4,310627E-11
-3,55;-4,027224E-11
-3,5;-3,884721E-11
-3,45;-3,743574E-11
-3,4;-3,707239E-11
-3,35;-3,414687E-11
-3,3;-3,25698E-11
-3,25;-3,361665E-11
-3,2;-3,389104E-11
-3,15;-3,054905E-11
-3,1;-2,814633E-11
-3,05;-2,728241E-11
-3;-2,714276E-11
-2,95;-2,460288E-11
-2,9;-2,166377E-11
-2,85;-2,129546E-11
-2,8;-2,034254E-11
-2,75;-1,783851E-11
-2,7;-1,542842E-11
-2,65;-1,337426E-11
-2,6;-1,261539E-11
-2,55;-9,568775E-12
-2,5;-7,534399E-12
-2,45;-5,919012E-12
-2,4;-7,556648E-12
-2,35;-5,247894E-12
-2,3;-1,464649E-12
-2,25;5,091626E-13
-2,2;7,538792E-13
-2,15;2,694314E-12
-2,1;4,963507E-12
-2,05;6,85574E-12
-2;5,347887E-12
-1,95;5,386201E-12
-1,9;7,618312E-12
-1,85;7,766634E-12
-1,8;8,807294E-12
-1,75;1,005684E-11
-1,7;1,321591E-11
-1,65;1,582376E-11
-1,6;1,897417E-11
-1,55;2,254358E-11
-1,5;2,414043E-11
-1,45;2,392783E-11
-1,4;2,334447E-11
-1,35;2,44148E-11
-1,3;2,940803E-11
-1,25;3,523302E-11
-1,2;4,581271E-11
-1,15;6,170081E-11
-1,1;6,779646E-11
-1,05;6,602045E-11
-1;6,428149E-11
-0,95;6,519108E-11
