Tensao [V];Corrente [A]
-10;-2,351495E-10
-9,95;-2,212882E-10
-9,9;-2,167067E-10
-9,85;-2,098108E-10
-9,8;-2,071721E-10
-9,75;-2,047104E-10
-9,7;-2,008162E-10
-9,65;-1,980244E-10
-9,6;-1,954155E-10
-9,55;-1,937334E-10
-9,5;-1,88098E-10
-9,45;-1,88816E-10
-9,4;-1,847278E-10
-9,35;-1,831027E-10
-9,3;-1,813575E-10
-9,25;-1,785843E-10
-9,2;-1,748187E-10
-9,15;-1,741488E-10
-9,1;-1,710726E-10
-9,05;-1,698357E-10
-9;-1,660773E-10
-8,95;-1,657153E-10
-8,9;-1,6475E-10
-8,85;-1,604517E-10
-8,8;-1,601131E-10
-8,75;-1,575859E-10
-8,7;-1,568912E-10
-8,65;-1,553527E-10
-8,6;-1,522728E-10
-8,55;-1,510036E-10
-8,5;-1,494304E-10
-8,45;-1,491239E-10
-8,4;-1,484343E-10
-8,35;-1,481389E-10
-8,3;-1,469982E-10
-8,25;-1,451767E-10
-8,2;-1,424453E-10
-8,15;-1,419411E-10
-8,1;-1,396757E-10
-8,05;-1,380592E-10
-8;-1,351178E-10
-7,95;-1,345123E-10
-7,9;-1,342577E-10
-7,85;-1,32504E-10
-7,8;-1,293464E-10
-7,75;-1,285085E-10
-7,7;-1,277484E-10
-7,65;-1,252977E-10
-7,6;-1,224453E-10
-7,55;-1,223391E-10
-7,5;-1,22774E-10
-7,45;-1,220054E-10
-7,4;-1,207077E-10
-7,35;-1,178764E-10
-7,3;-1,17691E-10
-7,25;-1,144889E-10
-7,2;-1,112891E-10
-7,15;-1,126338E-10
-7,1;-1,090337E-10
-7,05;-1,122766E-10
-7;-1,100509E-10
-6,95;-1,078758E-10
-6,9;-1,060307E-10
-6,85;-1,044413E-10
-6,8;-1,030522E-10
-6,75;-1,016805E-10
-6,7;-1,00075E-10
-6,65;-9,947815E-11
-6,6;-9,681111E-11
-6,55;-9,64355E-11
-6,5;-9,515255E-11
-6,45;-9,428988E-11
-6,4;-9,319129E-11
-6,35;-9,154762E-11
-6,3;-8,867419E-11
-6,25;-8,921802E-11
-6,2;-8,703915E-11
-6,15;-8,721961E-11
-6,1;-8,627297E-11
-6,05;-8,328464E-11
-6;-8,312145E-11
-5,95;-8,139996E-11
-5,9;-7,933481E-11
-5,85;-8,089814E-11
-5,8;-7,871319E-11
-5,75;-7,533064E-11
-5,7;-7,451992E-11
-5,65;-7,473495E-11
-5,6;-7,401822E-11
-5,55;-7,196298E-11
-5,5;-6,955917E-11
-5,45;-6,934411E-11
-5,4;-6,587881E-11
-5,35;-6,509031E-11
-5,3;-6,326129E-11
-5,25;-6,314262E-11
-5,2;-6,333659E-11
-5,15;-5,886034E-11
-5,1;-5,885539E-11
-5,05;-5,589306E-11
-5;-5,700165E-11
-4,95;-5,711405E-11
-4,9;-5,643554E-11
-4,85;-5,459169E-11
-4,8;-5,466586E-11
-4,75;-5,102873E-11
-4,7;-4,897594E-11
-4,65;-4,893264E-11
-4,6;-5,100276E-11
-4,55;-4,81133E-11
-4,5;-4,613346E-11
-4,45;-4,588627E-11
-4,4;-4,414867E-11
-4,35;-4,273852E-11
-4,3;-3,95624E-11
-4,25;-3,874055E-11
-4,2;-3,820541E-11
-4,15;-3,518249E-11
-4,1;-3,413818E-11
-4,05;-3,451388E-11
-4;-3,411968E-11
-3,95;-3,185433E-11
-3,9;-2,981024E-11
-3,85;-2,831357E-11
-3,8;-2,78452E-11
-3,75;-2,394607E-11
-3,7;-2,435389E-11
-3,65;-2,355923E-11
-3,6;-2,252111E-11
-3,55;-2,223315E-11
