Tensao [V];Corrente [A]
-10;-2,354469E-10
-9,95;-2,183476E-10
-9,9;-2,097312E-10
-9,85;-2,048162E-10
-9,8;-2,003621E-10
-9,75;-1,956635E-10
-9,7;-1,888538E-10
-9,65;-1,847125E-10
-9,6;-1,846877E-10
-9,55;-1,819442E-10
-9,5;-1,818675E-10
-9,45;-1,849027E-10
-9,4;-1,826905E-10
-9,35;-1,796751E-10
-9,3;-1,780919E-10
-9,25;-1,724242E-10
-9,2;-1,693506E-10
-9,15;-1,629811E-10
-9,1;-1,609283E-10
-9,05;-1,615959E-10
-9;-1,614881E-10
-8,95;-1,590054E-10
-8,9;-1,549233E-10
-8,85;-1,546328E-10
-8,8;-1,495325E-10
-8,75;-1,475602E-10
-8,7;-1,47858E-10
-8,65;-1,4659E-10
-8,6;-1,455196E-10
-8,55;-1,443196E-10
-8,5;-1,416997E-10
-8,45;-1,413957E-10
-8,4;-1,404762E-10
-8,35;-1,365869E-10
-8,3;-1,34659E-10
-8,25;-1,337086E-10
-8,2;-1,337333E-10
-8,15;-1,293546E-10
-8,1;-1,287776E-10
-8,05;-1,282153E-10
-8;-1,265654E-10
-7,95;-1,253098E-10
-7,9;-1,227725E-10
-7,85;-1,203057E-10
-7,8;-1,200204E-10
-7,75;-1,166662E-10
-7,7;-1,149743E-10
-7,65;-1,148507E-10
-7,6;-1,15209E-10
-7,55;-1,153549E-10
-7,5;-1,152499E-10
-7,45;-1,113828E-10
-7,4;-1,101927E-10
-7,35;-1,090385E-10
-7,3;-1,094475E-10
-7,25;-1,065976E-10
-7,2;-1,06191E-10
-7,15;-1,031817E-10
-7,1;-1,006729E-10
-7,05;-9,839397E-11
-7;-9,763521E-11
-6,95;-9,73176E-11
-6,9;-9,53204E-11
-6,85;-9,464197E-11
-6,8;-9,530442E-11
-6,75;-9,668235E-11
-6,7;-9,78292E-11
-6,65;-9,724337E-11
-6,6;-9,494227E-11
-6,55;-9,133476E-11
-6,5;-8,565975E-11
-6,45;-8,178042E-11
-6,4;-8,266406E-11
-6,35;-8,157642E-11
-6,3;-7,968193E-11
-6,25;-7,859067E-11
-6,2;-7,85758E-11
-6,15;-7,84819E-11
-6,1;-7,486328E-11
-6,05;-7,358166E-11
-6;-7,378188E-11
-5,95;-7,312073E-11
-5,9;-7,104327E-11
-5,85;-7,005212E-11
-5,8;-6,876803E-11
-5,75;-6,830339E-11
-5,7;-6,390616E-11
-5,65;-6,50988E-11
-5,6;-6,544609E-11
-5,55;-6,376655E-11
-5,5;-6,19387E-11
-5,45;-5,940893E-11
-5,4;-5,886389E-11
-5,35;-5,826326E-11
-5,3;-5,530833E-11
-5,25;-5,450999E-11
-5,2;-5,163412E-11
-5,15;-5,263766E-11
-5,1;-5,127202E-11
-5,05;-4,932559E-11
-5;-4,879536E-11
-4,95;-4,845676E-11
-4,9;-4,731604E-11
-4,85;-4,616053E-11
-4,8;-4,404845E-11
-4,75;-4,514221E-11
-4,7;-4,357016E-11
-4,65;-4,15693E-11
-4,6;-4,003931E-11
-4,55;-3,905187E-11
-4,5;-3,833385E-11
-4,45;-3,591898E-11
-4,4;-3,355602E-11
-4,35;-3,512802E-11
-4,3;-3,398855E-11
-4,25;-3,1135E-11
-4,2;-3,184559E-11
-4,15;-3,250926E-11
-4,1;-2,822824E-11
-4,05;-2,280532E-11
-4;-2,48593E-11
-3,95;-2,931702E-11
-3,9;-2,479132E-11
-3,85;-2,326505E-11
-3,8;-2,07303E-11
-3,75;-1,867137E-11
-3,7;-1,4771E-11
-3,65;-1,815724E-11
-3,6;-1,798546E-11
-3,55;-1,547791E-11
-3,5;-1,306428E-11
-3,45;-1,182472E-11
-3,4;-1,008958E-11
-3,35;-8,266695E-12
-3,3;-6,599522E-12
-3,25;-3,593915E-12
-3,2;-3,915241E-12
-3,15;-1,731481E-12
-3,1;-1,338479E-12
-3,05;2,283809E-12
-3;3,12048E-12
-2,95;3,166206E-12
-2,9;4,926062E-12
-2,85;5,222662E-12
-2,8;5,516797E-12
-2,75;5,715768E-12
-2,7;8,278932E-12
-2,65;1,061221E-11
-2,6;1,021674E-11
-2,55;1,428517E-11
-2,5;1,323098E-11
-2,45;1,411585E-11
-2,4;1,596097E-11
-2,35;1,513049E-11
-2,3;1,854391E-11
-2,25;2,0567E-11
-2,2;1,999728E-11
-2,15;2,123438E-11
-2,1;2,461072E-11
-2,05;2,456249E-11
-2;2,678952E-11
-1,95;2,890529E-11
-1,9;2,846781E-11
-1,85;3,040683E-11
-1,8;3,150305E-11
-1,75;3,366702E-11
-1,7;3,507835E-11
-1,65;3,543675E-11
-1,6;3,820879E-11
-1,55;3,928768E-11
-1,5;4,032826E-11
-1,45;4,401978E-11
-1,4;4,392584E-11
-1,35;4,639382E-11
-1,3;4,518765E-11
-1,25;4,823275E-11
-1,2;5,26942E-11
-1,15;4,964288E-11
-1,1;5,379908E-11
-1,05;5,476796E-11
-1;5,687755E-11
-0,95;5,79404E-11
-0,9;5,855834E-11
-0,85;6,086196E-11
-0,8;6,251555E-11
-0,75;6,413324E-11
-0,7;6,618105E-11
-0,65;6,928799E-11
-0,6;7,457991E-11
-0,55;7,738903E-11
-0,5;8,693346E-11
-0,45;1,025114E-10
-0,4;1,161614E-10
-0,35;1,450469E-10
-0,3;1,791033E-10
-0,25;2,245541E-10
-0,2;2,83251E-10
-0,15;3,600247E-10
-0,1;4,412659E-10
-0,05;5,363546E-10
0;6,612524E-10
0,05;7,452263E-10
0,1;8,596176E-10
0,15;9,799136E-10
0,2;1,094875E-09
0,25;1,210794E-09
0,3;1,327892E-09
0,35;1,443579E-09
0,4;1,55333E-09
0,45;1,66578E-09
0,5;1,773516E-09
0,55;1,879461E-09
0,6;1,990657E-09
0,65;2,058518E-09
0,7;2,207452E-09
0,75;2,315469E-09
0,8;2,435951E-09
0,85;2,547422E-09
0,9;2,650971E-09
0,95;2,756442E-09
1;2,853229E-09
1,05;2,94933E-09
1,1;3,055264E-09
1,15;3,142699E-09
1,2;3,230256E-09
1,25;3,312087E-09
1,3;3,39738E-09
1,35;3,483738E-09
1,4;3,554693E-09
1,45;3,626929E-09
1,5;3,711143E-09
1,55;3,784859E-09
1,6;3,845881E-09
1,65;3,907103E-09
1,7;3,969254E-09
1,75;4,020146E-09
1,8;4,094254E-09
1,85;4,153139E-09
1,9;4,204705E-09
1,95;4,261869E-09
2;4,324381E-09
2,05;4,372095E-09
2,1;4,427334E-09
2,15;4,463725E-09
2,2;4,512354E-09
2,25;4,573403E-09
2,3;4,618834E-09
2,35;4,670225E-09
2,4;4,702016E-09
2,45;4,747216E-09
2,5;4,793006E-09
2,55;4,831127E-09
2,6;4,887151E-09
2,65;4,943213E-09
2,7;4,988701E-09
2,75;5,014339E-09
2,8;5,05113E-09
2,85;5,095711E-09
2,9;5,132966E-09
2,95;5,167167E-09
3;5,204541E-09
3,05;5,229134E-09
3,1;5,262677E-09
3,15;5,298725E-09
3,2;5,335122E-09
3,25;5,368137E-09
3,3;5,391405E-09
3,35;5,421988E-09
3,4;5,456902E-09
3,45;5,49231E-09
3,5;5,502676E-09
3,55;5,53948E-09
3,6;5,573444E-09
3,65;5,594215E-09
3,7;5,620264E-09
3,75;5,658322E-09
3,8;5,669913E-09
3,85;5,706021E-09
3,9;5,74591E-09
3,95;5,765569E-09
4;5,792426E-09
4,05;5,818274E-09
4,1;5,84446E-09
4,15;5,866644E-09
4,2;5,906414E-09
4,25;5,927645E-09
4,3;5,956023E-09
4,35;5,970117E-09
4,4;5,995898E-09
4,45;6,020279E-09
4,5;6,060976E-09
4,55;6,079816E-09
4,6;6,105331E-09
4,65;6,124916E-09
4,7;6,133762E-09
4,75;6,165664E-09
4,8;6,200262E-09
4,85;6,217362E-09
4,9;6,237026E-09
4,95;6,253393E-09
5;6,18188E-09
5,05;6,212133E-09
5,1;6,281907E-09
5,15;6,318044E-09
5,2;6,331064E-09
5,25;6,352597E-09
5,3;6,376484E-09
5,35;6,402849E-09
5,4;6,432975E-09
5,45;6,440889E-09
5,5;6,453306E-09
5,55;6,472859E-09
5,6;6,500238E-09
5,65;6,546822E-09
5,7;6,575343E-09
5,75;6,588025E-09
5,8;6,615938E-09
5,85;6,623937E-09
5,9;6,664008E-09
5,95;6,675695E-09
6;6,689082E-09
6,05;6,717889E-09
6,1;6,732095E-09
6,15;6,745691E-09
6,2;6,77784E-09
6,25;6,788481E-09
6,3;6,79659E-09
6,35;6,80406E-09
6,4;6,832869E-09
6,45;6,866153E-09
6,5;6,871563E-09
6,55;6,880538E-09
6,6;6,891365E-09
6,65;6,90941E-09
6,7;6,925964E-09
6,75;6,928991E-09
6,8;6,945405E-09
6,85;6,974931E-09
6,9;6,987408E-09
6,95;7,003273E-09
7;7,022004E-09
7,05;7,049169E-09
7,1;7,074085E-09
7,15;7,082364E-09
7,2;7,100864E-09
7,25;7,103127E-09
7,3;7,118357E-09
7,35;7,131778E-09
7,4;7,142634E-09
7,45;7,156653E-09
7,5;7,165132E-09
7,55;7,178223E-09
7,6;7,196471E-09
7,65;7,204041E-09
7,7;7,221112E-09
7,75;7,236487E-09
7,8;7,255426E-09
7,85;7,279534E-09
7,9;7,290754E-09
7,95;7,300715E-09
8;7,283609E-09
8,05;7,290093E-09
8,1;7,30883E-09
8,15;7,315947E-09
8,2;7,340302E-09
8,25;7,355522E-09
8,3;7,367507E-09
8,35;7,394152E-09
8,4;7,403631E-09
8,45;7,429617E-09
8,5;7,439576E-09
8,55;7,44186E-09
8,6;7,446417E-09
8,65;7,456967E-09
8,7;7,459532E-09
8,75;7,470916E-09
8,8;7,473725E-09
8,85;7,481431E-09
8,9;7,495117E-09
8,95;7,507028E-09
9;7,521231E-09
9,05;7,523062E-09
9,1;7,540396E-09
9,15;7,53835E-09
9,2;7,566127E-09
9,25;7,576014E-09
9,3;7,583724E-09
9,35;7,588549E-09
9,4;7,606266E-09
9,45;7,625646E-09
9,5;7,627973E-09
9,55;7,633497E-09
9,6;7,658422E-09
9,65;7,66393E-09
9,7;7,661941E-09
9,75;7,669833E-09
9,8;7,661634E-09
9,85;7,668331E-09
9,9;7,663108E-09
9,95;7,651576E-09
10;7,653604E-09
