Tensao [V];Corrente [A]
-10;-2,122436E-10
-9,95;-2,043922E-10
-9,9;-2,008849E-10
-9,85;-1,976925E-10
-9,8;-1,960391E-10
-9,75;-1,929012E-10
-9,7;-1,907657E-10
-9,65;-1,890121E-10
-9,6;-1,864439E-10
-9,55;-1,850067E-10
-9,5;-1,829539E-10
-9,45;-1,810481E-10
-9,4;-1,794046E-10
-9,35;-1,786431E-10
-9,3;-1,778424E-10
-9,25;-1,749085E-10
-9,2;-1,721304E-10
-9,15;-1,711084E-10
-9,1;-1,683956E-10
-9,05;-1,673241E-10
-9;-1,657744E-10
-8,95;-1,642692E-10
-8,9;-1,627403E-10
-8,85;-1,591997E-10
-8,8;-1,579229E-10
-8,75;-1,559963E-10
-8,7;-1,540338E-10
-8,65;-1,527892E-10
-8,6;-1,507094E-10
-8,55;-1,494376E-10
-8,5;-1,474912E-10
-8,45;-1,4562E-10
-8,4;-1,440717E-10
-8,35;-1,423279E-10
-8,3;-1,413281E-10
-8,25;-1,407683E-10
-8,2;-1,380678E-10
-8,15;-1,37272E-10
-8,1;-1,35197E-10
-8,05;-1,343394E-10
-8;-1,329577E-10
-7,95;-1,30303E-10
-7,9;-1,281984E-10
-7,85;-1,259726E-10
-7,8;-1,248566E-10
-7,75;-1,232822E-10
-7,7;-1,214753E-10
-7,65;-1,199811E-10
-7,6;-1,183671E-10
-7,55;-1,174107E-10
-7,5;-1,153122E-10
-7,45;-1,134707E-10
-7,4;-1,132396E-10
-7,35;-1,101526E-10
-7,3;-1,083148E-10
-7,25;-1,073991E-10
-7,2;-1,050286E-10
-7,15;-1,043069E-10
-7,1;-1,032158E-10
-7,05;-1,012334E-10
-7;-1,008689E-10
-6,95;-1,003559E-10
-6,9;-9,792128E-11
-6,85;-9,705746E-11
-6,8;-9,552992E-11
-6,75;-9,410502E-11
-6,7;-9,296803E-11
-6,65;-9,098445E-11
-6,6;-9,072373E-11
-6,55;-8,922461E-11
-6,5;-8,695442E-11
-6,45;-8,742033E-11
-6,4;-8,611397E-11
-6,35;-8,440115E-11
-6,3;-8,352367E-11
-6,25;-8,131516E-11
-6,2;-8,009297E-11
-6,15;-7,861241E-11
-6,1;-7,744208E-11
-6,05;-7,562044E-11
-6;-7,433514E-11
-5,95;-7,291517E-11
-5,9;-7,178066E-11
-5,85;-7,082659E-11
-5,8;-6,969082E-11
-5,75;-6,942637E-11
-5,7;-6,813235E-11
-5,65;-6,648627E-11
-5,6;-6,522078E-11
-5,55;-6,33163E-11
-5,5;-6,197661E-11
-5,45;-6,012287E-11
-5,4;-5,882895E-11
-5,35;-5,840257E-11
-5,3;-5,781435E-11
-5,25;-5,607053E-11
-5,2;-5,541299E-11
-5,15;-5,307853E-11
-5,1;-5,212199E-11
-5,05;-4,94686E-11
-5;-4,835636E-11
-4,95;-4,836503E-11
-4,9;-4,713904E-11
-4,85;-4,562391E-11
-4,8;-4,489352E-11
-4,75;-4,366632E-11
-4,7;-4,232293E-11
-4,65;-3,953114E-11
-4,6;-3,87056E-11
-4,55;-3,82261E-11
-4,5;-3,517106E-11
-4,45;-3,625491E-11
-4,4;-3,596694E-11
-4,35;-3,362997E-11
-4,3;-3,277846E-11
-4,25;-3,188373E-11
-4,2;-3,063552E-11
-4,15;-3,001017E-11
-4,1;-2,769295E-11
-4,05;-2,521259E-11
-4;-2,414977E-11
-3,95;-2,349354E-11
-3,9;-2,162246E-11
-3,85;-2,071041E-11
-3,8;-1,978475E-11
-3,75;-1,858723E-11
-3,7;-1,770358E-11
-3,65;-1,571263E-11
-3,6;-1,464486E-11
-3,55;-1,361168E-11
-3,5;-1,157501E-11
-3,45;-1,04405E-11
-3,4;-9,001971E-12
-3,35;-7,144487E-12
-3,3;-7,038203E-12
-3,25;-5,776402E-12
-3,2;-4,418206E-12
-3,15;-3,831178E-12
-3,1;-2,397593E-12
-3,05;-1,277914E-12
-3;7,674136E-13
-2,95;1,108507E-12
-2,9;1,788222E-12
-2,85;2,171333E-12
-2,8;4,241371E-12
-2,75;4,610887E-12
-2,7;8,70524E-12
-2,65;7,077638E-12
-2,6;1,009927E-11
-2,55;1,057136E-11
-2,5;1,12313E-11
-2,45;1,449022E-11
-2,4;1,646386E-11
-2,35;1,783442E-11
-2,3;1,927048E-11
-2,25;2,109582E-11
-2,2;2,254669E-11
-2,15;2,264557E-11
-2,1;2,31918E-11
-2,05;2,4681E-11
-2;2,537306E-11
-1,95;2,600459E-11
-1,9;2,673127E-11
-1,85;2,874568E-11
-1,8;3,042766E-11
-1,75;3,111356E-11
-1,7;3,469505E-11
-1,65;3,46728E-11
-1,6;3,532657E-11
-1,55;3,672554E-11
-1,5;3,8059E-11
-1,45;4,068148E-11
-1,4;4,120424E-11
-1,35;4,229795E-11
-1,3;4,430744E-11
-1,25;4,645902E-11
-1,2;4,808046E-11
-1,15;4,98193E-11
-1,1;5,118492E-11
-1,05;5,238001E-11
-1;5,422508E-11
-0,95;5,751243E-11
-0,9;5,820327E-11
-0,85;6,023994E-11
-0,8;6,203937E-11
-0,75;6,443682E-11
-0,7;6,729906E-11
-0,65;7,112035E-11
-0,6;7,314459E-11
-0,55;7,834385E-11
-0,5;8,190427E-11
-0,45;8,75546E-11
-0,4;9,136345E-11
-0,35;9,638716E-11
-0,3;1,034636E-10
-0,25;1,122331E-10
-0,2;1,222101E-10
-0,15;1,348949E-10
-0,1;1,5103E-10
-0,05;1,710099E-10
0;1,972443E-10
0,05;2,154991E-10
0,1;2,385366E-10
0,15;2,637081E-10
0,2;2,885251E-10
0,25;3,130318E-10
0,3;3,361555E-10
0,35;3,61954E-10
0,4;3,856636E-10
0,45;4,090955E-10
0,5;4,338085E-10
0,55;4,551513E-10
0,6;4,810154E-10
0,65;5,038351E-10
0,7;5,283493E-10
0,75;5,525431E-10
0,8;5,738419E-10
0,85;5,967059E-10
0,9;6,207271E-10
0,95;6,417474E-10
1;6,626557E-10
1,05;6,866088E-10
1,1;7,086987E-10
1,15;7,266615E-10
1,2;7,450884E-10
1,25;7,642807E-10
1,3;7,82045E-10
1,35;7,983231E-10
1,4;8,184704E-10
1,45;8,344916E-10
1,5;8,513809E-10
1,55;8,68374E-10
1,6;8,787093E-10
1,65;8,948635E-10
1,7;9,09168E-10
1,75;9,211533E-10
1,8;9,338779E-10
1,85;9,4855E-10
1,9;9,619042E-10
1,95;9,70673E-10
2;9,852686E-10
2,05;9,965881E-10
2,1;1,010032E-09
2,15;1,02263E-09
2,2;1,033826E-09
2,25;1,04339E-09
2,3;1,055557E-09
2,35;1,066525E-09
2,4;1,076688E-09
2,45;1,086059E-09
2,5;1,099841E-09
2,55;1,106424E-09
2,6;1,115221E-09
2,65;1,126032E-09
2,7;1,132701E-09
2,75;1,143212E-09
2,8;1,151863E-09
2,85;1,160243E-09
2,9;1,170637E-09
2,95;1,176858E-09
3;1,184036E-09
3,05;1,191513E-09
3,1;1,199417E-09
3,15;1,206002E-09
3,2;1,211572E-09
3,25;1,218569E-09
3,3;1,229044E-09
3,35;1,235079E-09
3,4;1,238703E-09
3,45;1,242147E-09
3,5;1,245179E-09
3,55;1,257619E-09
3,6;1,264547E-09
3,65;1,272367E-09
3,7;1,280833E-09
3,75;1,288842E-09
3,8;1,295432E-09
3,85;1,299703E-09
3,9;1,30656E-09
3,95;1,309864E-09
4;1,314911E-09
4,05;1,319666E-09
4,1;1,321924E-09
4,15;1,325229E-09
4,2;1,332614E-09
4,25;1,337601E-09
4,3;1,33847E-09
4,35;1,342237E-09
4,4;1,354234E-09
4,45;1,36266E-09
4,5;1,373548E-09
4,55;1,383868E-09
4,6;1,386831E-09
4,65;1,393369E-09
4,7;1,401965E-09
4,75;1,403947E-09
4,8;1,407032E-09
4,85;1,412648E-09
4,9;1,415257E-09
4,95;1,428746E-09
5;1,434635E-09
5,05;1,440856E-09
5,1;1,444127E-09
5,15;1,452374E-09
5,2;1,457968E-09
5,25;1,461421E-09
5,3;1,467411E-09
5,35;1,473958E-09
5,4;1,476435E-09
5,45;1,478663E-09
5,5;1,481948E-09
5,55;1,481938E-09
5,6;1,484643E-09
5,65;1,489604E-09
5,7;1,495227E-09
5,75;1,501097E-09
5,8;1,506228E-09
5,85;1,511655E-09
5,9;1,515917E-09
5,95;1,523293E-09
6;1,525578E-09
6,05;1,530012E-09
6,1;1,536009E-09
6,15;1,538251E-09
6,2;1,542297E-09
6,25;1,547603E-09
6,3;1,55198E-09
6,35;1,556906E-09
6,4;1,560971E-09
6,45;1,565767E-09
6,5;1,56809E-09
6,55;1,566765E-09
6,6;1,570216E-09
6,65;1,572145E-09
6,7;1,574691E-09
6,75;1,576915E-09
6,8;1,579641E-09
6,85;1,581602E-09
6,9;1,583393E-09
6,95;1,584598E-09
7;1,588843E-09
7,05;1,591072E-09
7,1;1,595542E-09
7,15;1,598273E-09
7,2;1,602881E-09
7,25;1,604586E-09
7,3;1,60805E-09
7,35;1,613589E-09
7,4;1,622416E-09
7,45;1,623758E-09
7,5;1,629403E-09
7,55;1,636172E-09
7,6;1,640113E-09
7,65;1,649306E-09
7,7;1,651295E-09
7,75;1,654479E-09
7,8;1,658729E-09
7,85;1,663264E-09
7,9;1,665856E-09
7,95;1,666929E-09
8;1,671357E-09
8,05;1,673716E-09
8,1;1,68028E-09
8,15;1,683263E-09
8,2;1,683186E-09
8,25;1,683861E-09
8,3;1,686345E-09
8,35;1,686642E-09
8,4;1,689731E-09
8,45;1,691302E-09
8,5;1,694744E-09
8,55;1,694672E-09
8,6;1,697066E-09
8,65;1,701891E-09
8,7;1,702961E-09
8,75;1,707654E-09
8,8;1,717432E-09
8,85;1,720992E-09
8,9;1,72115E-09
8,95;1,72226E-09
9;1,727126E-09
9,05;1,732892E-09
9,1;1,73512E-09
9,15;1,740051E-09
9,2;1,739807E-09
9,25;1,747145E-09
9,3;1,747287E-09
9,35;1,748968E-09
9,4;1,752914E-09
9,45;1,75413E-09
9,5;1,755566E-09
9,55;1,763143E-09
9,6;1,764888E-09
9,65;1,767063E-09
9,7;1,769431E-09
9,75;1,770808E-09
9,8;1,772283E-09
9,85;1,774064E-09
9,9;1,778643E-09
9,95;1,778317E-09
10;1,781569E-09
