Tensao [V];Corrente [A]
-10;-3,211868E-10
-9,95;-3,032456E-10
-9,9;-2,910192E-10
-9,85;-2,801893E-10
-9,8;-2,739576E-10
-9,75;-2,706827E-10
-9,7;-2,651745E-10
-9,65;-2,599689E-10
-9,6;-2,570497E-10
-9,55;-2,518344E-10
-9,5;-2,486395E-10
-9,45;-2,456957E-10
-9,4;-2,427333E-10
-9,35;-2,404248E-10
-9,3;-2,387303E-10
-9,25;-2,335842E-10
-9,2;-2,336436E-10
-9,15;-2,302733E-10
-9,1;-2,260205E-10
-9,05;-2,185214E-10
-9;-2,199995E-10
-8,95;-2,183175E-10
-8,9;-2,150437E-10
-8,85;-2,12725E-10
-8,8;-2,109852E-10
-8,75;-2,066618E-10
-8,7;-2,074193E-10
-8,65;-2,034053E-10
-8,6;-1,999893E-10
-8,55;-2,001451E-10
-8,5;-1,962522E-10
-8,45;-1,956973E-10
-8,4;-1,932687E-10
-8,35;-1,931624E-10
-8,3;-1,927346E-10
-8,25;-1,891581E-10
-8,2;-1,876109E-10
-8,15;-1,858557E-10
-8,1;-1,843518E-10
-8,05;-1,840849E-10
-8;-1,828342E-10
-7,95;-1,810694E-10
-7,9;-1,786284E-10
-7,85;-1,760851E-10
-7,8;-1,771468E-10
-7,75;-1,728866E-10
-7,7;-1,732536E-10
-7,65;-1,695992E-10
-7,6;-1,674672E-10
-7,55;-1,660287E-10
-7,5;-1,656122E-10
-7,45;-1,623594E-10
-7,4;-1,620221E-10
-7,35;-1,593686E-10
-7,3;-1,603882E-10
-7,25;-1,550196E-10
-7,2;-1,550999E-10
-7,15;-1,544251E-10
-7,1;-1,575359E-10
-7,05;-1,53953E-10
-7;-1,527789E-10
-6,95;-1,501416E-10
-6,9;-1,501762E-10
-6,85;-1,446333E-10
-6,8;-1,438967E-10
-6,75;-1,439807E-10
-6,7;-1,426955E-10
-6,65;-1,423481E-10
-6,6;-1,414163E-10
-6,55;-1,393202E-10
-6,5;-1,381498E-10
-6,45;-1,351603E-10
-6,4;-1,339776E-10
-6,35;-1,324031E-10
-6,3;-1,306345E-10
-6,25;-1,307E-10
-6,2;-1,277599E-10
-6,15;-1,276808E-10
-6,1;-1,263671E-10
-6,05;-1,255797E-10
-6;-1,25853E-10
-5,95;-1,215533E-10
-5,9;-1,192571E-10
-5,85;-1,241018E-10
-5,8;-1,197885E-10
-5,75;-1,212814E-10
-5,7;-1,176887E-10
-5,65;-1,158683E-10
-5,6;-1,136622E-10
-5,55;-1,103068E-10
-5,5;-1,117664E-10
-5,45;-1,115959E-10
-5,4;-1,092921E-10
-5,35;-1,080292E-10
-5,3;-1,051904E-10
-5,25;-1,041275E-10
-5,2;-1,024702E-10
-5,15;-1,053584E-10
-5,1;-1,018213E-10
-5,05;-9,730547E-11
-5;-9,614494E-11
-4,95;-9,162907E-11
-4,9;-9,227915E-11
-4,85;-9,031653E-11
-4,8;-8,889534E-11
-4,75;-8,770389E-11
-4,7;-8,688074E-11
-4,65;-8,694261E-11
-4,6;-8,947617E-11
-4,55;-8,4954E-11
-4,5;-8,515808E-11
-4,45;-8,356747E-11
-4,4;-8,322389E-11
-4,35;-8,254171E-11
-4,3;-7,707292E-11
-4,25;-7,491015E-11
-4,2;-7,844355E-11
-4,15;-7,684059E-11
-4,1;-7,610149E-11
-4,05;-7,502502E-11
-4;-7,409819E-11
-3,95;-7,238898E-11
-3,9;-6,487973E-11
-3,85;-6,694616E-11
-3,8;-6,812522E-11
-3,75;-6,579554E-11
-3,7;-6,207312E-11
-3,65;-6,0642E-11
-3,6;-6,284304E-11
-3,55;-6,059253E-11
-3,5;-5,77092E-11
-3,45;-5,679589E-11
-3,4;-5,371489E-11
-3,35;-5,493095E-11
-3,3;-5,477405E-11
-3,25;-5,296345E-11
-3,2;-5,212556E-11
-3,15;-5,005049E-11
-3,1;-4,851674E-11
-3,05;-4,623042E-11
-3;-4,171824E-11
-2,95;-4,550003E-11
-2,9;-4,097794E-11
-2,85;-3,853833E-11
-2,8;-3,796859E-11
-2,75;-3,427334E-11
-2,7;-3,477016E-11
-2,65;-3,059659E-11
-2,6;-2,695449E-11
-2,55;-2,744884E-11
-2,5;-2,581005E-11
-2,45;-2,447532E-11
-2,4;-2,337414E-11
-2,35;-1,991618E-11
-2,3;-1,642113E-11
-2,25;-1,719231E-11
-2,2;-1,144424E-11
-2,15;-1,161974E-11
-2,1;-1,017253E-11
-2,05;-8,318726E-12
-2;-6,277057E-12
-1,95;-3,658237E-12
-1,9;-2,777059E-12
-1,85;1,120889E-12
-1,8;5,579909E-12
-1,75;1,012544E-11
-1,7;1,30322E-11
-1,65;1,487242E-11
-1,6;1,98542E-11
-1,55;2,393999E-11
-1,5;2,849296E-11
-1,45;3,764947E-11
-1,4;4,440233E-11
-1,35;5,60825E-11
-1,3;6,464955E-11
-1,25;7,576867E-11
-1,2;9,030253E-11
-1,15;1,104719E-10
-1,1;1,361508E-10
-1,05;1,777267E-10
-1;2,332653E-10
-0,95;3,182587E-10
-0,9;4,377339E-10
-0,85;6,038298E-10
-0,8;8,282501E-10
-0,75;1,126542E-09
-0,7;1,494412E-09
-0,65;1,975579E-09
-0,6;2,715837E-09
-0,55;3,271063E-09
-0,5;4,085803E-09
-0,45;5,082866E-09
-0,4;6,217296E-09
-0,35;7,482361E-09
-0,3;8,819017E-09
-0,25;1,030675E-08
-0,2;1,176834E-08
-0,15;1,36863E-08
-0,1;1,548887E-08
-0,05;1,743187E-08
0;1,999549E-08
0,05;2,283757E-08
0,1;2,515808E-08
0,15;2,757934E-08
0,2;2,999315E-08
0,25;3,246035E-08
0,3;3,46916E-08
0,35;3,695085E-08
0,4;3,947883E-08
0,45;4,179308E-08
0,5;4,368311E-08
0,55;4,56547E-08
0,6;4,771493E-08
0,65;4,965962E-08
0,7;5,162617E-08
0,75;5,334901E-08
0,8;5,526832E-08
0,85;5,770536E-08
0,9;5,918057E-08
0,95;6,104339E-08
1;6,119556E-08
1,05;6,252034E-08
1,1;6,422545E-08
1,15;6,537192E-08
1,2;6,70646E-08
1,25;6,832872E-08
1,3;6,984006E-08
1,35;7,082876E-08
1,4;7,208246E-08
1,45;7,466784E-08
1,5;7,602694E-08
1,55;7,708416E-08
1,6;7,855746E-08
1,65;7,941686E-08
1,7;8,063337E-08
1,75;8,152799E-08
1,8;8,228056E-08
1,85;8,334899E-08
1,9;8,577168E-08
1,95;8,396869E-08
2;8,416026E-08
2,05;8,833002E-08
2,1;8,929302E-08
2,15;9,011338E-08
2,2;9,061358E-08
2,25;9,163055E-08
2,3;9,250735E-08
2,35;9,340809E-08
2,4;9,4173E-08
2,45;9,496775E-08
2,5;9,551103E-08
2,55;9,630067E-08
2,6;9,710472E-08
2,65;9,77338E-08
2,7;9,78956E-08
2,75;9,87091E-08
2,8;9,979241E-08
2,85;1,003994E-07
2,9;1,010052E-07
2,95;1,017185E-07
3;1,023753E-07
3,05;1,028802E-07
3,1;1,036088E-07
3,15;1,041781E-07
3,2;1,044771E-07
3,25;1,050803E-07
3,3;1,055232E-07
3,35;1,05801E-07
3,4;1,069189E-07
3,45;1,069621E-07
3,5;1,074789E-07
3,55;1,084787E-07
3,6;1,094173E-07
3,65;1,101118E-07
3,7;1,102324E-07
3,75;1,107379E-07
3,8;1,113213E-07
3,85;1,118833E-07
3,9;1,125902E-07
3,95;1,129659E-07
4;1,127481E-07
4,05;1,136213E-07
4,1;1,13587E-07
4,15;1,145986E-07
4,2;1,143997E-07
4,25;1,152818E-07
4,3;1,157601E-07
4,35;1,168825E-07
4,4;1,166991E-07
4,45;1,173845E-07
4,5;1,178759E-07
4,55;1,183676E-07
4,6;1,180661E-07
4,65;1,18759E-07
4,7;1,183554E-07
4,75;1,19149E-07
4,8;1,157906E-07
4,85;1,214431E-07
4,9;1,217914E-07
4,95;1,215425E-07
5;1,229113E-07
5,05;1,244689E-07
5,1;1,2456E-07
5,15;1,243708E-07
5,2;1,259898E-07
5,25;1,255131E-07
5,3;1,260059E-07
5,35;1,262244E-07
5,4;1,262814E-07
5,45;1,269411E-07
5,5;1,272088E-07
5,55;1,276056E-07
5,6;1,280218E-07
5,65;1,283493E-07
5,7;1,285218E-07
5,75;1,292642E-07
5,8;1,289385E-07
5,85;1,289431E-07
5,9;1,286121E-07
5,95;1,269938E-07
6;1,302445E-07
6,05;1,305232E-07
6,1;1,312851E-07
6,15;1,316985E-07
6,2;1,319189E-07
6,25;1,312291E-07
6,3;1,315001E-07
6,35;1,317935E-07
6,4;1,320253E-07
6,45;1,324757E-07
6,5;1,339704E-07
6,55;1,372044E-07
6,6;1,369765E-07
6,65;1,38185E-07
6,7;1,382827E-07
6,75;1,371645E-07
6,8;1,37271E-07
6,85;1,389499E-07
6,9;1,396372E-07
6,95;1,39471E-07
7;1,402405E-07
7,05;1,395362E-07
7,1;1,397721E-07
7,15;1,386941E-07
7,2;1,399321E-07
7,25;1,393365E-07
7,3;1,405177E-07
7,35;1,389898E-07
7,4;1,389588E-07
7,45;1,387752E-07
7,5;1,424654E-07
7,55;1,420538E-07
7,6;1,405152E-07
7,65;1,440746E-07
7,7;1,451272E-07
7,75;1,453929E-07
7,8;1,442555E-07
7,85;1,452203E-07
7,9;1,443793E-07
7,95;1,446362E-07
8;1,437826E-07
8,05;1,447546E-07
8,1;1,453086E-07
8,15;1,455844E-07
8,2;1,457074E-07
8,25;1,454623E-07
8,3;1,452133E-07
8,35;1,467074E-07
8,4;1,458062E-07
8,45;1,482803E-07
8,5;1,495601E-07
8,55;1,495422E-07
8,6;1,493383E-07
8,65;1,501715E-07
8,7;1,491236E-07
8,75;1,504347E-07
8,8;1,537192E-07
8,85;1,535761E-07
8,9;1,543603E-07
8,95;1,542541E-07
9;1,542478E-07
9,05;1,545628E-07
9,1;1,549268E-07
9,15;1,556969E-07
9,2;1,555058E-07
9,25;1,560909E-07
9,3;1,564147E-07
9,35;1,565829E-07
9,4;1,560431E-07
9,45;1,566454E-07
9,5;1,564403E-07
9,55;1,572611E-07
9,6;1,573504E-07
9,65;1,571701E-07
9,7;1,578512E-07
9,75;1,576943E-07
9,8;1,586944E-07
9,85;1,588417E-07
9,9;1,590632E-07
9,95;1,592613E-07
10;1,596728E-07
